date,quantity
2013-01-02,10686.0
2013-01-03,7342.0
2013-01-04,7250.0
2013-01-05,10699.0
2013-01-06,12373.0
2013-01-07,7059.0
2013-01-08,19849.0
2013-01-09,7546.0
2013-01-10,5101.0
2013-01-11,5993.0
2013-01-12,8294.0
2013-01-13,10520.0
2013-01-14,5756.0
2013-01-15,5096.0
2013-01-16,7737.0
2013-01-17,4998.0
2013-01-18,6000.0
2013-01-19,9628.0
2013-01-20,10488.0
2013-01-21,5932.0
2013-01-22,19263.0
2013-01-23,5869.0
2013-01-24,4007.0
2013-01-25,5895.0
2013-01-26,8709.0
2013-01-27,9667.0
2013-01-28,5471.0
2013-01-29,4745.0
2013-01-30,5669.0
2013-01-31,4268.0
2013-02-01,7265.0
2013-02-02,11068.0
2013-02-03,11125.0
2013-02-04,6202.0
2013-02-05,5903.0
2013-02-06,7160.0
2013-02-07,5444.0
2013-02-08,5826.0
2013-02-09,7683.0
2013-02-10,5655.0
2013-02-11,5790.0
2013-02-12,7601.0
2013-02-13,6542.0
2013-02-15,6214.0
2013-02-16,11506.0
2013-02-17,8425.0
2013-02-18,7093.0
2013-02-19,5314.0
2013-02-20,7122.0
2013-02-21,4636.0
2013-02-22,5254.0
2013-02-23,8624.0
2013-02-24,10671.0
2013-02-25,5941.0
2013-02-26,5096.0
2013-02-27,5714.0
2013-02-28,4554.0
2013-03-01,7390.0
2013-03-02,11514.0
2013-03-03,13610.0
2013-03-04,7046.0
2013-03-05,5955.0
2013-03-06,7733.0
2013-03-07,5136.0
2013-03-08,13969.0
2013-03-09,9988.0
2013-03-10,10646.0
2013-03-11,5776.0
2013-03-12,5422.0
2013-03-13,6826.0
2013-03-14,4388.0
2013-03-15,5742.0
2013-03-16,10894.0
2013-03-17,12230.0
2013-03-18,6307.0
2013-03-19,5572.0
2013-03-20,7002.0
2013-03-21,5954.0
2013-03-22,5747.0
2013-03-23,10510.0
2013-03-24,10570.0
2013-03-25,5986.0
2013-03-26,3974.0
2013-03-27,7135.0
2013-03-28,5860.0
2013-03-29,7112.0
2013-03-30,8926.0
2013-03-31,9903.0
2013-04-01,8685.0
2013-04-02,6872.0
2013-04-03,8370.0
2013-04-04,5779.0
2013-04-05,6622.0
2013-04-06,11757.0
2013-04-07,12888.0
2013-04-08,6387.0
2013-04-09,5543.0
2013-04-10,6510.0
2013-04-11,15836.0
2013-04-12,5419.0
2013-04-13,9645.0
2013-04-14,11050.0
2013-04-15,5919.0
2013-04-16,6927.0
2013-04-17,7043.0
2013-04-18,4817.0
2013-04-19,5828.0
2013-04-20,11374.0
2013-04-21,12467.0
2013-04-22,6539.0
2013-04-23,5993.0
2013-04-24,6913.0
2013-04-25,4786.0
2013-04-26,5561.0
2013-04-27,10168.0
2013-04-28,11118.0
2013-04-29,5387.0
2013-04-30,5661.0
2013-05-01,12235.0
2013-05-02,5905.0
2013-05-03,6655.0
2013-05-04,11924.0
2013-05-05,12708.0
2013-05-06,6953.0
2013-05-07,6739.0
2013-05-08,8246.0
2013-05-09,5954.0
2013-05-10,6433.0
2013-05-11,11277.0
2013-05-12,7702.0
2013-05-13,6316.0
2013-05-14,5653.0
2013-05-15,7679.0
2013-05-16,5885.0
2013-05-17,5932.0
2013-05-18,10375.0
2013-05-19,10633.0
2013-05-20,6654.0
2013-05-21,13874.0
2013-05-22,6842.0
2013-05-23,5096.0
2013-05-24,7796.0
2013-05-25,8343.0
2013-05-26,9453.0
2013-05-27,5789.0
2013-05-28,5318.0
2013-05-29,6408.0
2013-05-30,5239.0
2013-05-31,6029.0
2013-06-01,12193.0
2013-06-02,12866.0
2013-06-03,9146.0
2013-06-04,7213.0
2013-06-05,7790.0
2013-06-06,11822.0
2013-06-07,6565.0
2013-06-08,9891.0
2013-06-09,10928.0
2013-06-10,6599.0
2013-06-11,2990.0
2013-06-12,7511.0
2013-06-13,5129.0
2013-06-14,5849.0
2013-06-15,10787.0
2013-06-16,8937.0
2013-06-17,7187.0
2013-06-18,5810.0
2013-06-19,6945.0
2013-06-20,5148.0
2013-06-21,5719.0
2013-06-22,9237.0
2013-06-23,10761.0
2013-06-24,6267.0
2013-06-25,5632.0
2013-06-26,6396.0
2013-06-27,4745.0
2013-06-28,6160.0
2013-06-29,10164.0
2013-06-30,11595.0
2013-07-01,8531.0
2013-07-02,7131.0
2013-07-03,8607.0
2013-07-04,6064.0
2013-07-05,6686.0
2013-07-06,10439.0
2013-07-07,11239.0
2013-07-08,11238.0
2013-07-09,6249.0
2013-07-10,7259.0
2013-07-11,5588.0
2013-07-12,6630.0
2013-07-13,9037.0
2013-07-14,9898.0
2013-07-15,6850.0
2013-07-16,7116.0
2013-07-17,6925.0
2013-07-18,5110.0
2013-07-19,6351.0
2013-07-20,9492.0
2013-07-21,9357.0
2013-07-22,7087.0
2013-07-23,6221.0
2013-07-24,6862.0
2013-07-25,5224.0
2013-07-26,5939.0
2013-07-27,8612.0
2013-07-28,9440.0
2013-07-29,5825.0
2013-07-30,5785.0
2013-07-31,7872.0
2013-08-01,7368.0
2013-08-02,7507.0
2013-08-03,10452.0
2013-08-04,10962.0
2013-08-05,7505.0
2013-08-06,6326.0
2013-08-07,7444.0
2013-08-08,5461.0
2013-08-09,6024.0
2013-08-10,8577.0
2013-08-11,9061.0
2013-08-12,6780.0
2013-08-13,5654.0
2013-08-14,15692.0
2013-08-15,5205.0
2013-08-16,7326.0
2013-08-17,8887.0
2013-08-18,10527.0
2013-08-19,6680.0
2013-08-20,6168.0
2013-08-21,7240.0
2013-08-22,5505.0
2013-08-23,6207.0
2013-08-24,8916.0
2013-08-25,9628.0
2013-08-26,7102.0
2013-08-27,6008.0
2013-08-28,7423.0
2013-08-29,6098.0
2013-08-30,7021.0
2013-08-31,12644.0
2013-09-01,15198.0
2013-09-02,9256.0
2013-09-03,7731.0
2013-09-04,8555.0
2013-09-05,5533.0
2013-09-06,6530.0
2013-09-07,12121.0
2013-09-08,12581.0
2013-09-09,16105.0
2013-09-10,5661.0
2013-09-11,6930.0
2013-09-12,5675.0
2013-09-13,6454.0
2013-09-14,10119.0
2013-09-15,12078.0
2013-09-16,7393.0
2013-09-17,5590.0
2013-09-18,7175.0
2013-09-19,4632.0
2013-09-20,6425.0
2013-09-21,9737.0
2013-09-22,10369.0
2013-09-23,7061.0
2013-09-24,5232.0
2013-09-25,6696.0
2013-09-26,4759.0
2013-09-27,5738.0
2013-09-28,10076.0
2013-09-29,12233.0
2013-09-30,6211.0
2013-10-01,7913.0
2013-10-02,9002.0
2013-10-03,6604.0
2013-10-04,7317.0
2013-10-05,11937.0
2013-10-06,13168.0
2013-10-07,7334.0
2013-10-08,5696.0
2013-10-09,6973.0
2013-10-10,4947.0
2013-10-11,3086.0
2013-10-12,9390.0
2013-10-13,10705.0
2013-10-14,6449.0
2013-10-15,5646.0
2013-10-16,7980.0
2013-10-17,13543.0
2013-10-18,7075.0
2013-10-19,11603.0
2013-10-20,12971.0
2013-10-21,6596.0
2013-10-22,5414.0
2013-10-23,7760.0
2013-10-24,5014.0
2013-10-25,6210.0
2013-10-26,10326.0
2013-10-27,11326.0
2013-10-28,6613.0
2013-10-29,5904.0
2013-10-30,7659.0
2013-10-31,4847.0
2013-11-01,9687.0
2013-11-02,13303.0
2013-11-03,14200.0
2013-11-04,8147.0
2013-11-05,6902.0
2013-11-06,8195.0
2013-11-08,7217.0
2013-11-09,12075.0
2013-11-10,13014.0
2013-11-11,7482.0
2013-11-13,7490.0
2013-11-14,5774.0
2013-11-15,7093.0
2013-11-16,12283.0
2013-11-17,13343.0
2013-11-18,7478.0
2013-11-19,6275.0
2013-11-20,6992.0
2013-11-21,5596.0
2013-11-22,6737.0
2013-11-23,10621.0
2013-11-24,12523.0
2013-11-25,7552.0
2013-11-26,6514.0
2013-11-27,7839.0
2013-11-28,5410.0
2013-11-29,7075.0
2013-11-30,10825.0
